,ktest,p-value,p-value_adj,cluster
TARP,0.6479761334521735,0.9575861172369124,1.0,1
RPLP2,21.032429974767695,0.0003120151086313602,0.0012919880274590485,4
PPP1R14B,1.2104479063407274,0.8763754608139996,1.0,1
CLCN5,1.3999900524008562,0.8441967453845934,1.0,1
ARAP2,18.010937384663297,0.0012280387681719417,0.004616687098390759,1
RPS26,0.6154749197719168,0.9613286454086577,1.0,1
LPAR3,4.929533582182151,0.2946045103843755,0.5610593893217398,1
RFESD,7.337647343452717,0.11908514682463794,0.27064806096508626,1
ALG10,0.6963200964963603,0.9517819518003272,1.0,1
AvBD14,172.71331188718332,2.7357527770818093e-36,7.706345850934674e-35,1
MAMLD1,0.20807926164060253,0.9949490132239264,1.0,1
ENSGALG00000050194,8.059124327590947,0.08943624727755965,0.20945256973667367,1
DIPK1A,8.992335104684525,0.06129135267490675,0.15077823536262422,1
TOP2A,1.1588685300150654,0.8848230988945232,1.0,4
ENSGALG00000032052,2.9052260821908726,0.5738088009685067,0.9098321139238066,1
ENSGALG00000011164,15.161755741895279,0.004377219179617333,0.014398747301372805,1
HMGB2,10.2055877855412,0.03710337989452566,0.09751216792253786,2
CD83,2.9290152731275745,0.5697739414419091,0.9065615615623056,1
CDKN2A,1.7641741747976902,0.7790299606529216,1.0,1
ENSGALG00000040833,14.05301855496288,0.007127750771166055,0.022239471984917488,4
SLC20A1,0.29961112565111225,0.9898392621015084,1.0,1
TUBA3E,22.199089508790664,0.00018293550002989364,0.0007784489362974197,4
PABPC1L,17.436694965718658,0.0015895061779554155,0.0058545347254343105,1
LCP1,114.66156890420459,7.369779365751604e-24,1.2706516147847595e-22,0
ENSGALG00000051178,29.541460342346145,6.067435862949619e-06,3.288583123549929e-05,1
TANK,2.819274634619206,0.5885101696073837,0.9267876686730452,1
HSPA8,1.2434309352761947,0.8708975364528424,1.0,0
ENSGALG00000030007,0.21182287314990583,0.9947721011678649,1.0,1
ENSGALG00000001136,1.9810935261616782,0.7392364818164904,1.0,1
RNF138,198.99458413752842,6.180583098534864e-42,2.2073511066195945e-40,1
SLC4A1,0.7160642215778256,0.9493331993194014,1.0,1
PACS2,25.376980553776082,4.2248786649352265e-05,0.00019835111102982283,1
ENSGALG00000031149,5.445294083601041,0.2445801880908396,0.4857600557911412,2
YIPF6,9.43921979809522,0.05101123912949006,0.1280081283048684,1
STK26,3.0548801778685406,0.5486837114944723,0.8842606148178441,1
CYP3A4,33.23745475065161,1.067954967506685e-06,6.3380116765975366e-06,1
TRAF3,30.87869595599187,3.2408651251709895e-06,1.8323343649231857e-05,1
ENSGALG00000051895,346.5123146772268,9.931047175084766e-74,6.620698116723177e-72,1
LYVE1,0.19805741359875234,0.9954086616851849,1.0,1
REEP1,0.2899082995132481,0.9904562757493555,1.0,4
LGALS2,17.561880179036237,0.0015026809196092641,0.005575810462372038,1
CHN1,0.07451761050755394,0.9993228933184352,1.0,0
C15orf48,1.5781880473543073,0.8127069707581284,1.0,1
HSP90AA1,7.589665737264296,0.10781979435638113,0.24672721820682178,0
GSTT1,3.2146561624889824,0.5225669821098409,0.8524746853341613,1
PDK4,0.4905105245557262,0.9744181811012762,1.0,1
ENSGALG00000031327,1.3171028232732065,0.8584671757160304,1.0,1
SLC38A9,60.46531102637817,2.3159727675912347e-12,2.3159727675912347e-11,1
TRAF6,7.263007913403577,0.12262525118639248,0.2768064360866647,1
ALDOB,1.819722822788167,0.7688720321528073,1.0,1
VAMP1,6.093282904012978,0.19228931617693973,0.40143907343828755,1
PTTG2,13.633323106643418,0.008562149579466855,0.026345075629128783,1
TREM-B2,46.918221466193565,1.585909210871102e-09,1.299925582681231e-08,0
ENSGALG00000052796,12.331568220576635,0.015048655628190143,0.043682599791553395,1
ENSGALG00000007302,3.4058911308978193,0.4923312892645101,0.8191868373785526,1
BCL2L1,23.621880385716217,9.509438013618965e-05,0.00042932000061485166,1
METTL7A,13.256776305147948,0.010086961992398944,0.030659458943461837,1
